Letter,Drug Name,Price,Prescription Required (hkt-küb),Prosp,Active Ingredient,ATC Code,Prescription Status,Pharmaceutical Company,Barcode,Last Update Date,Detail Page URL,Nasıl Kullanılmalı?,Hangi Hastalıklar İçin Kullanılır?
X,XTANDI 40 MG YUMUSAK KAPSUL (112 KAPSUL),"51.476,33",Yes,No,enzalutamid,L02BB04,Beyaz Reçete ile satılır.,ASTELLAS PHARMA İLAÇ TİCARET VE SANAYİ ANONİM ŞİRKETİ,8699043890017,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
X,XYREM 500MG/ML ORAL ÇOZELTI 180 ML,"11.353,29",Yes,No,sodyum oksibat,N07XX04,Kirmizi Reçete ile satılır.,UCB PHARMA A.Ş.,8699624650047,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
Y,YASMIN 21 FİLM TABLET,"413,58",Yes,No,estradiol + drospirenon,G03AA12,Beyaz Reçete ile satılır.,BAYER TÜRK KİMYA SAN. LTD. ŞTİ.,8699546093953,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
Y,YASMIN 63 FILM TABLET,"1.042,82",Yes,No,estradiol + drospirenon,G03AA12,Beyaz Reçete ile satılır.,BAYER TÜRK KİMYA SAN. LTD. ŞTİ.,8699546093960,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
Y,YASMIN PLUS 3 MG/30 MCG/451 MCG+451 MCG FILM KAPLI TABLET (28 TABLET),"532,24",Yes,No,estradiol + drospirenon + vitamin b9,G03AA12x1,Beyaz Reçete ile satılır.,BAYER TÜRK KİMYA SAN. LTD. ŞTİ.,8699546093977,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
Y,"YAZZ 3 MG/0.02 MG FILM KAPLI TABLET, 28 (24+4) ADET","431,04",Yes,No,estradiol + drospirenon,G03AA12,Beyaz Reçete ile satılır.,BAYER TÜRK KİMYA SAN. LTD. ŞTİ.,8699546090051,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
Y,"YAZZ 3 MG/0.02 MG FILM KAPLI TABLET, 84 (3x(24+4)) ADET","1.042,55",Yes,No,estradiol + drospirenon,G03AA12,Beyaz Reçete ile satılır.,BAYER TÜRK KİMYA SAN. LTD. ŞTİ.,8699546094189,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
Y,YENIZIN 100 ML ŞURUP,"80,39",Yes,No,setirizin,R06AE07,Beyaz Reçete ile satılır.,RECORDATİ İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699559570090,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
Y,YERVOY 200MG/40ML IV INFUZYONLUK ÇOZELTI KONSANTRESI ICEREN 1 FLAKON,"214.370,64",Yes,No,ipilimumab,L01XC11,Kisitlanmiş Beyaz Reçete ile satılır.,BRISTOL-MYERS SQUIBB İLAÇLARI INC. İSTANBUL ŞUBESİ,8699726764109,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
Y,YERVOY 50MG/10ML IV INFUZYONLUK ÇOZELTI KONSANTRESI ICEREN 1 FLAKON,"53.649,70",Yes,No,ipilimumab,L01XC11,Kisitlanmiş Beyaz Reçete ile satılır.,BRISTOL-MYERS SQUIBB İLAÇLARI INC. İSTANBUL ŞUBESİ,8699726764505,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
Y,YESAFILI 40 MG/ML INTRAVITREAL ENJEKSIYONLUK COZELTI,"13.542,36",Yes,No,aflibersept,aflibersept,Beyaz Reçete ile satılır.,ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,8699514770008,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
Y,YESDRO 3 MG/30 MCG FILM KAPLI TABLET (21 TABLET),"413,50",Yes,No,estradiol + drospirenon,G03AA12,Beyaz Reçete ile satılır.,BERKO İLAÇ VE KİMYA SAN. A.Ş.,8699591090662,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
Y,YESDRO 3 MG/30 MCG FILM KAPLI TABLET (63 TABLET),"1.042,79",Yes,No,estradiol + drospirenon,G03AA12,Beyaz Reçete ile satılır.,BERKO İLAÇ VE KİMYA SAN. A.Ş.,8699591090679,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
Y,YOLISAR 1 MG I.V. INFUZYONLUK COZELTI HAZIRLAMADA KULLANILACAK KONSANTRE ICIN TOZ(1 ADET),"36.963,82",Yes,No,trabektedin,L01CX01,Beyaz Reçete ile satılır.,VEM İLAÇ SAN. VE TİC. ANONİM ŞİRKETİ,8699844775629,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
Y,YOMESAN 500 MG 4 TABLET,"79,97",Yes,Yes,niklozamid,P02DA01,Beyaz Reçete ile satılır.,BAYER TÜRK KİMYA SAN. LTD. ŞTİ.,8699546011247,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
Y,YONDELIS 1 MG IV KONSANTRE INFUZYONLUK COZELTI ICIN TOZ,"61.526,89",Yes,No,trabektedin,L01CX01,Beyaz Reçete ile satılır.,ONKO İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699650772737,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
Z,ZADISOL 1 MG/5 ML SURUP (100 ML),"155,05",Yes,No,ketotifen,R06AX17,Beyaz Reçete ile satılır.,ARGİS İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8680186490639,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
Z,"ZADITEN % 0,025 STERİL GÖZ DAMLASI 5 ML","113,62",Yes,Yes,ketotifen -oftalmik,S01GX08,Beyaz Reçete ile satılır.,THEA PHARMA İLAÇ TİC.LTD.ŞTİ.,8680177220023,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
Z,ZADITEN 1 MG 30 TABLET,"170,43",Yes,No,ketotifen,R06AX17,Beyaz Reçete ile satılır.,SANDOZ İLAÇ SANAYİ VE TİCARET A.Ş.,8681428010547,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
Z,ZADITEN 1 MG/ 5 ML 100 ML SURUP,"170,43",Yes,No,ketotifen,R06AX17,Beyaz Reçete ile satılır.,SANDOZ İLAÇ SANAYİ VE TİCARET A.Ş.,8681428570539,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
Z,ZADITEN ORAL DAMLA,"170,43",Yes,No,ketotifen,R06AX17,Beyaz Reçete ile satılır.,SANDOZ İLAÇ SANAYİ VE TİCARET A.Ş.,8681428590520,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
Z,ZADITEN SRO 2 MG 30 FILM TABLET,"165,27",Yes,No,ketotifen,R06AX17,Beyaz Reçete ile satılır.,SANDOZ İLAÇ SANAYİ VE TİCARET A.Ş.,8681428030552,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
Z,ZADOSS 10 MG/10 ML IV ENJEKSIYONLUK COZELTI ICEREN 1 FLAKON,"2.968,12",No,No,idarubisin hcl,L01DB06,Beyaz Reçete ile satılır.,SABA İLAÇ SANAYİİ VE TİCARET ANONİM ŞİRKETİ,8699511770025,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
Z,ZADOSS 20 MG/ 20ML IV ENJ.COZELTI ICEREN 1 FLAKON,"5.517,72",No,No,idarubisin hcl,L01DB06,Beyaz Reçete ile satılır.,SABA İLAÇ SANAYİİ VE TİCARET ANONİM ŞİRKETİ,8699511770032,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
Z,ZALAIN % 2 20 GR KREM,"98,40",Yes,No,sertakonazol -topikal,D01AC14,Beyaz Reçete ile satılır.,ADEKA İLAÇ SANAYİ VE TİCARET A.Ş.,8699587352187,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
Z,ZALAIN % 2 COZELTI 30 ML,"150,63",Yes,No,sertakonazol -topikal,D01AC14,Beyaz Reçete ile satılır.,ADEKA İLAÇ SANAYİ VE TİCARET A.Ş.,8699587654069,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
Z,ZALAIN 300 MG VAJINAL SUPOZITUVAR (1 SUPP.),"84,39",Yes,No,sertakonazol -vajinal,G01AG0x,Beyaz Reçete ile satılır.,ADEKA İLAÇ SANAYİ VE TİCARET A.Ş.,8699587904058,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
Z,ZALDIAR 37.5 MG / 325 MG 20 FILM TABLET,"89,04",Yes,Yes,tramadol hcl + parasetamol,N02AX52,Yeşil Reçete ile satılır.,ABDİ İBRAHİM İLAÇ SANAYİ VE TİCARET A.Ş,8699514090021,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
Z,ZALTRAP 100MG/4ML INFUZYONLUK KONSANTRE COZELTI (1FLAKON),"12.873,66",Yes,No,aflibersept,aflibersept,Beyaz Reçete ile satılır.,SANOFİ SAĞLIK ÜRÜNLERİ LTD. ŞTİ.,8699809980037,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
Z,ZALTRAP 200MG/8ML INFUZYONLUK KONSANTRE COZELTI (1FLAKON),"25.637,07",Yes,No,aflibersept,aflibersept,Beyaz Reçete ile satılır.,SANOFİ SAĞLIK ÜRÜNLERİ LTD. ŞTİ.,8699809980020,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
Z,ZANIPRESS 20 MG/10 MG 30 FILM TABLET,"169,21",Yes,No,enalapril + lerkanidipin,C09BB02,Beyaz Reçete ile satılır.,RECORDATİ İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699559090703,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
Z,ZANIPRESS 20 MG/10 MG 90 FILM TABLET,"476,70",Yes,No,enalapril + lerkanidipin,C09BB02,Beyaz Reçete ile satılır.,RECORDATİ İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699559090710,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
Z,ZANIPRESS 20 MG/20 MG 30 FILM TABLET,"169,21",Yes,No,enalapril + lerkanidipin,C09BB02,Beyaz Reçete ile satılır.,RECORDATİ İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699559090819,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
Z,ZANNACEF 750 MG IM ENJEKSIYONLUK COZELTI HAZIRLAMAK ICIN TOZ VE COZUCU (1 FLAKON + 1 COZUCU),"139,54",Yes,No,sefuroksim,J01DC02,Beyaz Reçete ile satılır.,INCPHARMA İLAÇ SAN. VE TİC. LTD. ŞTİ.,8680712270278,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
Z,ZANNACEF 750 MG IM/IV ENJEKSIYONLUK COZELTI HAZIRLAMAK ICIN TOZ VE COZUCU,"113,62",Yes,No,sefuroksim,J01DC02,Beyaz Reçete ile satılır.,INCPHARMA İLAÇ SAN. VE TİC. LTD. ŞTİ.,8680712270261,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
Z,"ZARIDINEX %0,3 5 ML STERIL GOZ DAMLASI","113,62",Yes,No,ofloksasin -oftalmik,S01AX11,Beyaz Reçete ile satılır.,BİEM İLAÇ SAN. VE TİC. A.Ş.,8699702611540,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
Z,ZARZIO 30 MU/0.5 ML ENJEKSIYONLUK/INFUZYONLUK COZELTI ICEREN KULLANIMA HAZIR ENJEKTOR (5 ENJEKTOR),"3.267,28",Yes,No,filgrastim,L03AA02,Beyaz Reçete ile satılır.,SANDOZ İLAÇ SANAYİ VE TİCARET A.Ş.,8681428951086,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
Z,ZARZIO 48 MU/0.5 ML ENJEKSIYONLUK/INFUZYONLUK COZELTI ICEREN KULLANIMA HAZIR ENJEKTOR (5 ENJEKTOR),"5.192,71",Yes,No,filgrastim,L03AA02,Beyaz Reçete ile satılır.,SANDOZ İLAÇ SANAYİ VE TİCARET A.Ş.,8681428951109,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
Z,ZATERON 250 MG FILM KAPLI TABLET (120 FILM KAPLI TABLET),"19.700,78",Yes,No,abirateron,L02BX03,Beyaz Reçete ile satılır.,KOÇAK FARMA İLAÇ VE KİMYA SANAYİ A.Ş.,8699828091479,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
Z,ZAVESCA 100 MG 84 KAPSUL,"83.582,23",Yes,No,miglustat,A16AX06,Beyaz Reçete ile satılır.,JOHNSON AND JOHNSON SIHHİ MALZEME SANAYİ VE TİCARET LİMİTED ŞİRKETİ,8699593151262,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
Z,ZAYON 30 MG FILM KAPLI TABLET (6 TABLET),"2.153,01",Yes,No,dapoksetin,G04BX14,Beyaz Reçete ile satılır.,FARMA-TEK İLAÇ SANAYİ VE TİCARET A.Ş,8699738090388,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
Z,ZAYON 60 MG FILM KAPLI TABLET (3 TABLET),"1.660,88",Yes,No,dapoksetin,G04BX14,Beyaz Reçete ile satılır.,FARMA-TEK İLAÇ SANAYİ VE TİCARET A.Ş,8699738090395,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
Z,ZAYON 60 MG FILM KAPLI TABLET (6 TABLET),"2.777,30",Yes,No,dapoksetin,G04BX14,Beyaz Reçete ile satılır.,FARMA-TEK İLAÇ SANAYİ VE TİCARET A.Ş,8699738090401,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
Z,ZEDPREX 20 MG 16 KAPSÜL,"113,62",Yes,No,fluoksetin hcl,N06AB03,Beyaz Reçete ile satılır.,ADEKA İLAÇ SANAYİ VE TİCARET A.Ş.,8699587151841,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
Z,ZEDPREX 20 MG 24 KAPSÜL,"154,19",Yes,No,fluoksetin hcl,N06AB03,Beyaz Reçete ile satılır.,ADEKA İLAÇ SANAYİ VE TİCARET A.Ş.,8699587152411,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
Z,ZEDPREX 20 MG ORAL COZELTI 70 ML,"113,62",Yes,No,fluoksetin hcl,N06AB03,Beyaz Reçete ile satılır.,ADEKA İLAÇ SANAYİ VE TİCARET A.Ş.,8699587654212,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
Z,ZEFFIX 100 MG FILM KAPLI TABLET (28 TABLET),"618,87",Yes,No,lamivudin,J05AF05,Beyaz Reçete ile satılır.,GLAXOSMİTHKLİNE İLAÇLARI SAN. VE TİC. A.Ş.,8699522096008,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
Z,ZEFOMEN 100 MG 28 FILM KAPLI TABLET,"618,87",Yes,No,lamivudin,J05AF05,Beyaz Reçete ile satılır.,GENSENTA İLAÇ SANAYİ VE TİCARET ANONİM ŞİRKETİ,8699541093903,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
Z,ZEJULA 100 MG FILM KAPLI TABLET (56 ADET),"95.280,74",Yes,No,niraparib,L01XK02,Beyaz Reçete ile satılır.,GLAXOSMİTHKLİNE İLAÇLARI SAN. VE TİC. A.Ş.,8699522099559,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
Z,ZEJULA 100 MG SERT KAPSUL,"100.457,98",Yes,No,niraparib,L01XK02,Beyaz Reçete ile satılır.,GLAXOSMİTHKLİNE İLAÇLARI SAN. VE TİC. A.Ş.,8699522154210,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
Z,"ZELASS-M %0,05 GOZ DAMLASI (6 ML)","113,62",Yes,No,azelastin -oftalmik,S01GX07,Beyaz Reçete ile satılır.,DEVA HOLDİNG ANONİM ŞİRKETİ,8699525610065,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
Z,ZELBORAF 240 MG 56 FILM KAPLI TABLET,"27.295,25",Yes,No,vemurafenib,L01XE15,Beyaz Reçete ile satılır.,ROCHE MÜSTAHZARLARI SANAYİ ANONİM ŞİRKETİ,8699505092560,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
Z,ZELDOX 20 MG 56 KAPSÜL,"673,93",Yes,No,ziprasidon,N05AE04,Beyaz Reçete ile satılır.,VİATRİS İLAÇLARI LİMİTED ŞİRKETİ,8699532151797,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
Z,ZELDOX 40 MG 56 KAPSÜL,"1.086,54",Yes,No,ziprasidon,N05AE04,Beyaz Reçete ile satılır.,VİATRİS İLAÇLARI LİMİTED ŞİRKETİ,8699532151810,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
Z,ZELDOX 60 MG 56 KAPSÜL,"1.086,54",Yes,No,ziprasidon,N05AE04,Beyaz Reçete ile satılır.,VİATRİS İLAÇLARI LİMİTED ŞİRKETİ,8699532151834,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
Z,ZELDOX 80 MG 56 KAPSÜL,"1.143,95",Yes,No,ziprasidon,N05AE04,Beyaz Reçete ile satılır.,VİATRİS İLAÇLARI LİMİTED ŞİRKETİ,8699532151858,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
Z,"ZELOXIM 15 MG/1,5 ML IM ENJEKSIYONLUK COZELTI ICEREN AMPUL (3 AMPUL)","59,32",Yes,No,meloksikam,M01AC06,Beyaz Reçete ile satılır.,BİLİM İLAÇ SANAYİİ VE TİCARET A.Ş.,8699569750185,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
Z,ZELOXIM FORT 15 MG 10 TABLET,"89,01",Yes,No,meloksikam,M01AC06,Beyaz Reçete ile satılır.,BİLİM İLAÇ SANAYİİ VE TİCARET A.Ş.,8699569010333,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
Z,ZEMSITOL 10 MCG/2ML ENJEKSIYONLUK COZELTI ICEREN AMPUL 5 AMPUL,"2.277,37",Yes,No,parikalsitol,A11CC07,Beyaz Reçete ile satılır.,KOÇAK FARMA İLAÇ VE KİMYA SANAYİ A.Ş.,8699828750697,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
Z,ZEMSITOL 5 MCG/ML ENJEKSIYONLUK COZELTI ICEREN AMPUL 5 AMPUL,"1.337,91",Yes,No,parikalsitol,A11CC07,Beyaz Reçete ile satılır.,KOÇAK FARMA İLAÇ VE KİMYA SANAYİ A.Ş.,8699828750680,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
Z,"ZENALB %20, 100 ML IV INFUZYONLUK COZELTI","4.762,74",Yes,No,,,,,,,,Doktorunuza danışınız.,Doktorunuza danışınız.
Z,"ZENALB %20, 50 ML IV INFUZYONLUK COZELTI","1.966,87",Yes,No,,,,,,,,Doktorunuza danışınız.,Doktorunuza danışınız.
Z,ZENO 180 MG 30 FILM KAPLI TABLET,"3.439,03",Yes,No,deferasiroks,V03AC03,Kisitlanmiş Beyaz Reçete ile satılır.,NOBEL İLAÇ SANAYİİ VE TİCARET A.Ş.,8699540023482,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
Z,ZENO 360 MG FILM KAPLI TABLET (30 FILM KAPLI TABLET),"5.063,02",Yes,No,deferasiroks,V03AC03,Kisitlanmiş Beyaz Reçete ile satılır.,NOBEL İLAÇ SANAYİİ VE TİCARET A.Ş.,8699540023499,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
Z,ZENO 90 MG FILM KAPLI TABLET (30 FILM KAPLI TABLET),"1.483,31",Yes,No,deferasiroks,V03AC03,Kisitlanmiş Beyaz Reçete ile satılır.,NOBEL İLAÇ SANAYİİ VE TİCARET A.Ş.,8699540023475,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
Z,ZENO S 125 MG DAGILABILIR TABLET (28 TABLET),"2.518,84",Yes,No,deferasiroks,V03AC03,Kisitlanmiş Beyaz Reçete ile satılır.,NOBEL İLAÇ SANAYİİ VE TİCARET A.Ş.,8699540030886,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
Z,ZENO S 250 MG DAGILABILIR TABLET (28 TABLET),"4.928,78",Yes,No,deferasiroks,V03AC03,Kisitlanmiş Beyaz Reçete ile satılır.,NOBEL İLAÇ SANAYİİ VE TİCARET A.Ş.,8699540030893,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
Z,ZENO S 500 MG DAGILABILIR TABLET (28 TABLET),"8.545,06",Yes,No,deferasiroks,V03AC03,Kisitlanmiş Beyaz Reçete ile satılır.,NOBEL İLAÇ SANAYİİ VE TİCARET A.Ş.,8699540030909,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
Z,"ZENTICAVIR 0,5 MG 30 FILM TABLET","2.592,86",Yes,No,entekavir,J05AF10,Beyaz Reçete ile satılır.,SANOFİ İLAÇ SANAYİ ve TİC. A.Ş.,8699502094482,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
Z,ZENTICAVIR 1 MG 30 FILM TABLET,"2.803,27",Yes,No,entekavir,J05AF10,Beyaz Reçete ile satılır.,SANOFİ İLAÇ SANAYİ ve TİC. A.Ş.,8699502094499,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
Z,ZENTIUS D 60 ÇİĞNEME TABLETİ,"113,62",Yes,No,"vitamin d, kalsiyum kombinasyonları",A11CCXX,Beyaz Reçete ile satılır.,ITF İLAÇ SANAYİ VE TİCARET LİMİTED ŞİRKETİ,8699324080014,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
Z,ZENTIUS FLASH 600 MG /400 I.U. AGIZDA DAGILAN TABLET (60 TABLET),"113,62",Yes,No,"vitamin d, kalsiyum kombinasyonları",A11CCXX,Beyaz Reçete ile satılır.,ITF İLAÇ SANAYİ VE TİCARET LİMİTED ŞİRKETİ,8699324080045,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
Z,ZENTIUS FORT 600 MG + 1000 I.U. AGIZDA DAGILAN TABLET (30 TABLET),"250,75",Yes,No,"vitamin d, kalsiyum kombinasyonları",A11CCXX,Beyaz Reçete ile satılır.,ITF İLAÇ SANAYİ VE TİCARET LİMİTED ŞİRKETİ,8699324080052,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
Z,ZENTOVIR 245 MG 30 FILM TABLET,"1.708,26",Yes,No,tenofovir disoproksil,J05AF07,Beyaz Reçete ile satılır.,SANOFİ İLAÇ SANAYİ ve TİC. A.Ş.,8699502094109,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
Z,ZENUM 625 MG 180 FILM TABLET,"562,10",Yes,No,kolesevelam,C10AC04,Beyaz Reçete ile satılır.,İLKO İLAÇ SAN. VE TİC. A.Ş.,8699680090818,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
Z,ZEPAHEX 125 MG 56 FILM TABLET,"17.209,92",Yes,No,bosentan,C02KX01,Beyaz Reçete ile satılır.,SANOFİ İLAÇ SANAYİ ve TİC. A.Ş.,8699502094086,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
Z,"ZEPAHEX 62,5 MG 56 FILM TABLET","17.209,92",Yes,No,bosentan,C02KX01,Beyaz Reçete ile satılır.,SANOFİ İLAÇ SANAYİ ve TİC. A.Ş.,8699502094055,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
Z,"ZEPOSIA 0,23 MG VE 0,46 MG SERT KAPSUL TEDAVIYE BASLANGIC PAKETI (7 KAPSUL)","5.561,64",Yes,No,ozanimod,L04AE02,Kisitlanmiş Beyaz Reçete ile satılır.,BRISTOL-MYERS SQUIBB İLAÇLARI INC. İSTANBUL ŞUBESİ,8699726156102,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
Z,"ZEPOSIA 0,92 MG SERT KAPSUL (28 KAPSUL)","21.916,02",Yes,No,ozanimod,L04AE02,Kisitlanmiş Beyaz Reçete ile satılır.,BRISTOL-MYERS SQUIBB İLAÇLARI INC. İSTANBUL ŞUBESİ,8699726156201,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
Z,"ZERBAXA 1G/0,5G INF. KONS. COZ. HAZIRLAMAK ICIN TOZ ICEREN 10 FLAKON","25.231,27",Yes,No,,,Beyaz Reçete ile satılır.,MERCK SHARP DOHME İLAÇLARI LTD. ŞTİ.,8699636261385,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
Z,ZERO-P 100 MG 15 FİLM TABLET,"105,28",Yes,No,flurbiprofen,M01AE09,Beyaz Reçete ile satılır.,DEVA HOLDİNG ANONİM ŞİRKETİ,8699525095732,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
Z,ZERO-P 200 MG SR MIKROPELLET 15 KAPSUL,"148,24",Yes,No,flurbiprofen,M01AE09,Beyaz Reçete ile satılır.,DEVA HOLDİNG ANONİM ŞİRKETİ,8699525178206,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
Z,ZERONAT 3 GR 1 SASE,"113,62",Yes,No,fosfomisin,J01XX01,Beyaz Reçete ile satılır.,TRİOZER İLAÇ KİM. KOZMETİK SAĞ. HİZM. SAN. VE TİC. LTD. ŞTİ.,8680053240015,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
Z,ZESPIRA 10 MG FILM KAPLI TABLET (28 TABLET),"262,20",Yes,No,montelukast sodyum,R03DC03,Beyaz Reçete ile satılır.,BİLİM İLAÇ SANAYİİ VE TİCARET A.Ş.,8699569090502,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
Z,ZESPIRA 4 MG 28 ÇİĞNEME TABLETİ,"262,20",Yes,No,montelukast sodyum,R03DC03,Beyaz Reçete ile satılır.,BİLİM İLAÇ SANAYİİ VE TİCARET A.Ş.,8699569080091,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
Z,ZESPIRA 4 MG PEDIYATRIK ORAL GRANUL 28 SASE,"262,29",Yes,No,montelukast sodyum,R03DC03,Beyaz Reçete ile satılır.,BİLİM İLAÇ SANAYİİ VE TİCARET A.Ş.,8699569240082,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
Z,ZESPIRA 5 MG 28 ÇİĞNEME TABLETİ,"262,20",Yes,No,montelukast sodyum,R03DC03,Beyaz Reçete ile satılır.,BİLİM İLAÇ SANAYİİ VE TİCARET A.Ş.,8699569080060,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
Z,ZESPIRA PLUS 5/10 MG 30 FILM KAPLI TABLET,"210,59",Yes,No,desloratin + montelukast,R03DC03b,Beyaz Reçete ile satılır.,BİLİM İLAÇ SANAYİİ VE TİCARET A.Ş.,8699569092667,14 Kasım 2025,,Doktorunuza danışınız.,Doktorunuza danışınız.
